type_of_property,price,bedrooms,energy_class,surface_of_the_plot,living_room_surface,number_of_frontages,building_condition,bathrooms,toilets,kitchen_type,heating_type
house,475000.0,3,A,452,43,3,0,1,2,Not installed,0
house,435000.0,4,D,284,0,2,To renovate,1,2,Semi equipped,Gas
house,285000.0,2,F,878,0,4,To renovate,1,1,Semi equipped,Gas
house,498000.0,3,D,2620,0,4,To renovate,2,2,Semi equipped,0
house,425000.0,4,F,4000,0,4,To renovate,1,1,Semi equipped,Fuel oil
house,349000.0,4,C,650,0,3,As new,1,2,Installed,Gas
house,499000.0,3,A,375,0,3,Just renovated,1,2,0,0
house,299000.0,3,E,265,31,3,Good,1,2,0,0
house,275000.0,2,C,410,41,2,0,1,1,Installed,Fuel oil
house,350000.0,4,C,601,0,3,Good,1,0,Hyper equipped,Gas
house,487000.0,3,C,649,0,4,Good,2,0,0,Gas
house,239000.0,3,D,204,0,2,To be done up,1,1,Installed,Fuel oil
house,210000.0,3,D,577,0,4,Good,0,0,0,0
house,399000.0,6,G,105,45,2,To renovate,5,3,Not installed,Gas
house,495000.0,5,G,500,36,2,Good,2,0,0,Gas
house,290000.0,3,F,764,0,4,To renovate,0,2,0,Fuel oil
house,320000.0,3,E,705,0,3,Good,0,0,0,Fuel oil
house,325000.0,3,D,115,0,2,Good,1,0,Installed,Gas
house,288000.0,4,F,677,26,3,Good,1,1,0,Fuel oil
house,178750.0,1,D,119,32,4,0,1,1,0,0
house,409000.0,3,C,357,35,3,Good,1,0,0,Gas
house,525000.0,0,NS,0,0,2,0,4,4,Installed,Gas
house,349000.0,3,D,498,0,3,Good,0,1,0,Gas
house,275000.0,4,NS,0,0,0,To be done up,0,0,0,Fuel oil
house,449000.0,4,B,597,40,4,Good,1,0,0,Gas
house,259000.0,3,F,142,32,2,To renovate,1,2,Semi equipped,Gas
house,278000.0,2,F,0,40,4,Good,1,1,Installed,Fuel oil
house,365000.0,5,B,640,40,4,Good,1,2,Installed,Gas
house,295000.0,3,C,518,32,4,To be done up,1,1,Installed,Gas
house,30.0,4,E,155,27,2,To be done up,1,1,Semi equipped,Gas
house,22.0,3,E,147,45,2,To renovate,1,1,Semi equipped,Gas
house,499000.0,4,C,1673,0,0,Good,2,3,Semi equipped,Gas
house,409000.0,3,D,1066,0,4,Good,1,2,Semi equipped,0
house,395000.0,3,D,811,0,0,Good,1,0,Installed,Gas
house,359000.0,2,E,1108,0,4,Good,1,2,Installed,Electric
house,299000.0,6,F,660,65,3,To renovate,2,3,Semi equipped,Gas
house,165000.0,2,F,80,26,2,To renovate,1,1,Semi equipped,Gas
house,369000.0,3,F,1705,0,4,To be done up,1,1,Installed,Fuel oil
house,545000.0,4,C,2288,0,4,As new,2,2,Installed,0
house,375000.0,3,E,590,35,3,Good,1,2,Semi equipped,Fuel oil
house,269000.0,3,D,105,35,2,Just renovated,1,1,0,Pellet
house,319000.0,2,D,699,0,4,Good,1,1,Semi equipped,Gas
house,249000.0,3,F,151,30,2,Good,1,2,Semi equipped,Gas
house,209000.0,2,D,404,27,2,To renovate,1,1,Semi equipped,Gas
house,385000.0,2,F,812,28,3,To be done up,1,1,Semi equipped,0
house,290000.0,2,D,180,41,3,Good,2,3,Installed,Gas
house,379000.0,3,C,483,25,4,Good,1,2,Installed,Fuel oil
house,329000.0,4,F,640,32,4,To be done up,1,0,Semi equipped,Gas
house,349000.0,3,F,698,0,4,To be done up,1,1,USA installed,Electric
house,369000.0,2,F,729,0,4,Good,1,1,Semi equipped,Electric
house,459000.0,3,B,507,47,4,Good,2,2,Installed,Gas
house,429000.0,4,B,353,39,3,As new,1,2,Installed,Gas
house,215000.0,3,F,142,30,2,To be done up,1,2,Semi equipped,Gas
house,299000.0,2,D,202,0,3,Good,2,2,0,0
house,295000.0,3,F,295,32,2,To be done up,1,0,Not installed,Fuel oil
house,299000.0,3,F,2170,42,4,To renovate,1,1,Semi equipped,Fuel oil
house,249000.0,3,F,431,0,3,To renovate,2,2,Semi equipped,Gas
house,269000.0,3,E,211,0,3,Good,1,1,Installed,Gas
house,324000.0,3,F,2424,31,4,To renovate,1,1,Semi equipped,Fuel oil
house,335000.0,3,F,1100,0,3,To be done up,1,1,Semi equipped,Gas
house,249000.0,2,F,295,36,3,To be done up,1,2,Semi equipped,Gas
house,280000.0,3,C,0,0,2,Just renovated,1,2,Semi equipped,Gas
house,274900.0,2,E,297,72,3,To be done up,1,1,Installed,Gas
house,175000.0,3,F,105,34,3,To renovate,1,2,Semi equipped,0
house,599000.0,5,F,3044,32,4,To renovate,1,2,Semi equipped,Fuel oil
house,298000.0,3,F,0,30,3,Good,1,1,Semi equipped,Fuel oil
house,249000.0,3,F,177,36,2,To renovate,1,1,Semi equipped,Gas
house,485000.0,3,B,455,34,2,Just renovated,2,2,Installed,Gas
house,299000.0,4,D,880,34,2,Good,1,0,0,Gas
house,449000.0,5,C,364,30,3,Good,1,0,Installed,Gas
house,360000.0,2,D,1086,0,3,0,1,0,Installed,Fuel oil
house,130000.0,3,E,350,0,2,0,1,0,Installed,0
house,225000.0,4,E,212,0,2,To renovate,1,0,0,Gas
house,2.0,3,F,171,0,3,0,1,0,0,Gas
house,185000.0,3,D,190,50,2,0,1,2,0,0
house,259500.0,2,D,614,30,3,As new,1,2,Installed,Gas
house,169000.0,3,G,300,16,4,To renovate,1,0,0,Fuel oil
house,154000.0,3,E,80,0,2,Just renovated,1,0,0,Pellet
house,465000.0,4,B,978,46,0,Just renovated,2,1,0,Gas
house,500000.0,5,D,670,0,3,0,3,0,0,Gas
house,268000.0,2,G,594,21,4,0,1,1,Not installed,Fuel oil
house,275000.0,3,D,277,30,2,Just renovated,1,0,0,Gas
house,272000.0,2,NS,208,0,2,0,1,0,0,0
house,249000.0,4,D,816,0,3,To be done up,1,0,0,Pellet
house,315000.0,4,G,630,24,3,Good,3,2,Installed,Fuel oil
house,339000.0,4,F,1521,13,4,0,2,0,0,Gas
house,329000.0,2,E,309,32,4,Good,1,0,0,Gas
house,265000.0,2,D,133,28,2,Good,1,0,0,Gas
house,595000.0,4,E,1002,50,4,0,1,2,Semi equipped,Fuel oil
house,289000.0,3,F,541,20,3,Good,1,3,Semi equipped,Fuel oil
house,175000.0,3,F,179,30,3,Good,1,2,Installed,Fuel oil
house,175000.0,2,B,650,18,2,To be done up,1,1,Semi equipped,Gas
house,395000.0,3,B,451,40,3,Good,1,2,Installed,Gas
house,275000.0,4,E,341,28,3,To be done up,2,2,Installed,Gas
house,299000.0,4,G,3000,12,4,To be done up,0,0,0,Fuel oil
house,329000.0,3,F,883,0,4,Good,1,0,0,Gas
house,445000.0,4,A,205,38,4,Good,1,2,0,Gas
house,315000.0,4,B,65,0,2,Good,2,0,Installed,Gas
house,469000.0,3,A,0,0,3,Good,0,0,0,0
house,345000.0,3,F,1045,49,4,To renovate,1,1,Semi equipped,Gas
house,395000.0,2,C,625,31,4,Good,1,0,0,Gas
house,420000.0,3,C,920,13,3,Good,1,2,0,Fuel oil
house,285000.0,3,F,314,48,3,Good,1,0,0,Gas
house,540000.0,3,D,1421,0,4,Good,1,0,Hyper equipped,Gas
house,450000.0,3,B,250,0,4,Good,1,2,0,0
house,199000.0,2,F,300,32,2,Good,1,1,0,Fuel oil
house,349000.0,3,F,1520,0,4,To renovate,1,1,0,Gas
house,299000.0,5,E,645,33,4,0,1,1,Installed,Fuel oil
house,315000.0,2,NS,1481,0,4,0,1,1,0,0
house,225000.0,3,F,290,0,3,To renovate,0,0,0,0
house,269000.0,4,E,0,50,0,Good,1,0,Hyper equipped,0
house,420000.0,4,B,650,0,4,0,1,0,0,Gas
house,625000.0,3,B,61,0,2,Good,1,2,Installed,Gas
house,439000.0,4,C,1004,0,4,Good,1,0,0,Fuel oil
house,190000.0,3,F,950,15,4,To renovate,1,0,Not installed,Carbon
house,229000.0,3,D,236,10,2,0,1,0,0,Gas
house,335000.0,2,B,45,0,2,Good,1,2,Installed,Gas
house,149000.0,1,F,362,21,3,Good,1,2,Not installed,Fuel oil
house,370000.0,4,B,165,0,2,Just renovated,2,3,Installed,Gas
house,339000.0,2,D,1500,50,4,0,1,1,Installed,Gas
house,104000.0,2,E,60,0,2,Good,1,1,Semi equipped,Gas
house,349000.0,3,F,510,0,4,Good,1,0,Hyper equipped,Gas
house,190000.0,2,D,103,14,2,Just renovated,4,2,Installed,Gas
house,258000.0,6,C,671,0,3,0,1,0,0,Fuel oil
house,159000.0,2,F,225,0,3,To renovate,0,0,Not installed,0
house,465000.0,3,C,600,0,2,Good,1,2,Installed,Gas
house,349000.0,4,C,234,30,3,Good,1,0,0,Gas
house,269000.0,3,D,450,36,3,As new,6,3,USA semi equipped,Fuel oil
house,285000.0,4,G,1474,0,3,To be done up,1,1,Not installed,Fuel oil
house,95000.0,3,F,151,0,2,To renovate,1,1,Semi equipped,Fuel oil
house,150000.0,4,F,186,0,3,To renovate,1,2,Semi equipped,Fuel oil
house,499000.0,3,G,0,37,2,0,1,2,Installed,Gas
house,249000.0,3,D,150,0,2,Good,1,0,Installed,Pellet
house,419000.0,3,B,939,0,4,0,1,0,0,Gas
house,295000.0,4,D,768,0,4,0,2,3,Semi equipped,Fuel oil
house,285000.0,6,F,180,20,3,To restore,1,0,0,Gas
house,549000.0,5,B,690,0,4,Good,2,0,0,Gas
house,249000.0,4,D,160,0,2,Good,1,1,Semi equipped,Fuel oil
house,329000.0,3,E,1951,33,3,Good,2,1,0,Fuel oil
house,269000.0,3,C,270,30,2,0,1,1,Installed,Fuel oil
house,365000.0,3,D,1987,14,3,0,1,2,Installed,Gas
house,395000.0,4,B,0,0,2,Good,4,0,Installed,Gas
house,270000.0,3,F,569,0,3,To be done up,1,1,Installed,Fuel oil
house,295000.0,3,F,735,0,4,Good,1,1,Installed,Fuel oil
house,339000.0,3,F,1041,0,4,To renovate,1,1,Semi equipped,Fuel oil
house,295000.0,3,F,913,0,3,To renovate,1,1,Semi equipped,Gas
house,419000.0,3,B,350,0,4,Good,1,3,Semi equipped,Gas
house,275000.0,3,C,264,26,3,Good,1,0,0,Gas
house,368000.0,3,D,735,0,4,Just renovated,1,2,Installed,Fuel oil
house,315000.0,3,E,1536,0,4,To renovate,1,1,Not installed,Fuel oil
house,259000.0,3,E,1618,0,4,0,1,1,0,Gas
house,295000.0,2,E,555,0,4,To renovate,2,2,Installed,Gas
house,295000.0,3,F,1579,0,4,To renovate,1,1,Semi equipped,Fuel oil
house,365000.0,2,C,807,31,0,To be done up,1,1,0,0
house,249000.0,2,F,730,0,4,To renovate,0,1,Not installed,Fuel oil
house,362000.0,2,D,524,0,4,Good,1,1,Installed,Fuel oil
house,525000.0,4,NS,100,0,3,To be done up,2,3,Installed,Gas
house,318000.0,3,C,594,0,4,Good,1,0,0,Fuel oil
house,575000.0,4,C,550,50,3,Good,1,0,0,Fuel oil
house,369000.0,3,B,0,0,2,Good,1,1,Installed,Gas
house,395000.0,3,NS,7750,0,3,Good,1,0,0,0
house,690000.0,5,C,1671,59,4,Good,2,3,Hyper equipped,Fuel oil
house,165000.0,3,F,0,28,3,To renovate,1,2,Semi equipped,Wood
house,340000.0,4,A,600,25,3,As new,3,3,Hyper equipped,Gas
house,499500.0,2,E,1480,30,4,To renovate,1,2,Not installed,Fuel oil
house,429000.0,5,B,260,40,2,Just renovated,1,1,Semi equipped,Gas
house,315000.0,4,C,578,0,3,0,1,2,Semi equipped,Fuel oil
house,195000.0,2,F,163,36,0,Good,1,2,0,Fuel oil
house,449000.0,4,F,714,0,4,To be done up,1,2,0,Fuel oil
house,225000.0,2,F,250,0,2,To be done up,1,0,Not installed,Gas
house,349000.0,4,D,970,33,4,0,1,2,Installed,Fuel oil
house,525000.0,3,G,175,20,2,Good,2,0,0,Gas
house,395000.0,4,A,297,34,2,Good,2,3,0,0
house,375000.0,5,E,685,25,4,Good,1,2,0,Gas
house,540000.0,4,NS,734,0,3,Good,2,3,0,Gas
house,206000.0,3,E,106,0,3,To renovate,1,1,Semi equipped,Gas
house,150000.0,3,G,914,0,4,To renovate,1,0,0,Pellet
house,115000.0,2,NS,144,0,2,0,1,0,Installed,0
house,275000.0,2,C,240,25,2,Good,1,0,0,Gas
house,399000.0,2,B,0,0,2,Good,2,2,Installed,Gas
house,595000.0,3,G,282,44,3,Good,1,2,Installed,Gas
house,670000.0,4,E,114,30,2,Good,2,3,Installed,Gas
house,330000.0,2,D,1974,55,4,Good,2,1,Installed,Wood
house,240000.0,3,G,800,0,4,To be done up,1,1,Semi equipped,Fuel oil
house,315000.0,3,C,229,17,2,Good,1,0,Hyper equipped,Gas
house,515000.0,5,B,597,36,4,As new,2,2,USA installed,Gas
house,695000.0,5,B,824,0,4,0,0,0,0,0
house,192000.0,4,C,95,32,2,Good,1,1,Installed,Gas
house,230000.0,4,F,665,0,4,To be done up,1,1,0,Gas
house,275000.0,2,F,288,0,3,To renovate,1,2,Semi equipped,0
house,219000.0,3,E,447,0,2,To renovate,1,1,Installed,Gas
house,414000.0,3,NS,4091,23,4,Good,2,2,0,Gas
house,395000.0,3,B,203,0,2,Good,1,2,Installed,Gas
house,389000.0,3,B,120,0,2,As new,1,2,Installed,Gas
house,379000.0,2,D,407,0,3,Good,1,2,Semi equipped,Gas
house,467000.0,3,B,808,0,4,As new,1,2,Installed,Gas
house,489000.0,4,D,485,0,3,0,1,2,Installed,Gas
house,395000.0,5,F,460,0,3,To renovate,2,2,0,0
house,345000.0,5,C,388,0,2,To renovate,2,1,Installed,Gas
house,545000.0,3,E,1227,55,4,Good,1,2,0,Electric
house,489000.0,3,F,657,0,3,Good,1,2,Installed,Gas
house,279000.0,3,D,0,30,2,Good,1,2,Installed,Gas
house,389000.0,3,E,317,0,3,Good,1,0,Installed,Gas
house,339000.0,5,D,252,0,3,Good,2,3,Installed,Gas
house,237500.0,3,B,58,20,2,Just renovated,1,2,Installed,Gas
house,220000.0,3,D,119,0,2,Good,1,0,0,0
house,155000.0,2,NS,0,0,0,As new,1,0,0,Fuel oil
house,200000.0,3,NS,0,0,0,As new,2,0,0,Fuel oil
house,290000.0,4,NS,0,0,0,As new,3,0,0,Fuel oil
house,195000.0,3,G,533,14,2,Good,1,0,0,Gas
house,549000.0,0,D,0,0,0,Good,0,0,0,0
house,220000.0,2,F,489,33,3,0,1,1,Installed,Gas
house,219000.0,2,C,135,0,2,Good,1,1,0,0
house,365000.0,3,F,247,0,2,Good,1,2,0,Electric
house,169000.0,2,E,65,0,2,Good,1,1,0,0
house,350000.0,3,A,186,0,2,Good,1,2,0,0
house,280000.0,3,C,200,0,2,Good,1,2,Installed,Electric
house,298000.0,3,NS,277,10,2,Good,1,2,Installed,0
house,295000.0,3,D,253,0,0,0,1,1,0,Gas
house,299000.0,3,C,75,0,2,To renovate,1,2,Installed,0
house,255000.0,5,E,675,22,3,Good,2,2,Installed,Electric
house,185000.0,3,F,549,0,4,To renovate,1,1,Semi equipped,Gas
house,399000.0,4,NS,5000,190,4,To renovate,2,2,0,Fuel oil
house,169000.0,3,E,392,24,2,Good,1,1,Installed,Pellet
house,239000.0,3,D,755,16,4,To be done up,2,2,Semi equipped,Fuel oil
house,359000.0,3,B,221,0,2,As new,1,2,USA installed,Gas
house,445000.0,3,A,473,0,4,0,3,2,USA installed,Gas
house,685000.0,7,A,612,17,4,Good,3,4,0,Gas
house,239000.0,3,F,246,0,3,Good,1,2,0,Fuel oil
house,370000.0,2,NS,371,33,3,0,1,2,Semi equipped,Gas
house,315000.0,3,B,435,38,0,Good,1,2,Installed,Gas
house,210000.0,3,E,362,17,3,To renovate,1,1,Not installed,Gas
house,215000.0,2,G,594,12,4,To be done up,1,2,0,Gas
house,75000.0,2,F,0,30,2,To renovate,1,1,Installed,Gas
house,465000.0,3,NS,241,46,3,Good,1,2,Installed,Gas
house,265000.0,3,B,60,0,2,Good,1,1,Installed,0
house,418000.0,4,C,449,0,3,To be done up,1,2,Installed,Gas
house,419000.0,3,B,0,33,2,Good,3,3,Installed,Gas
house,629000.0,3,NS,0,0,3,Good,1,2,Hyper equipped,0
house,139000.0,4,D,240,32,2,To be done up,2,2,Not installed,Gas
house,310000.0,4,D,3179,0,3,0,2,1,Semi equipped,Fuel oil
house,400000.0,4,E,11134,0,4,Good,3,0,0,Wood
house,239900.0,2,C,264,0,2,Good,1,0,0,Gas
house,159000.0,3,D,50,0,2,Just renovated,1,0,0,Gas
house,425000.0,4,D,619,0,3,0,1,2,Installed,Gas
house,349500.0,3,C,123,0,2,Good,1,2,0,0
house,349500.0,3,C,123,0,2,Good,1,2,0,0
house,175000.0,2,E,178,0,2,To be done up,1,0,0,Pellet
house,515000.0,3,A,607,26,3,Good,1,0,0,Gas
house,520000.0,6,E,0,30,2,0,2,3,Installed,Gas
house,298000.0,4,C,215,27,2,Good,0,1,0,Gas
house,425000.0,3,D,718,37,4,Good,1,0,0,Fuel oil
house,345000.0,3,A,440,33,3,Good,1,2,0,Gas
house,695000.0,4,D,2895,65,4,0,2,0,0,Fuel oil
house,329000.0,3,F,883,0,4,To renovate,1,0,0,Gas
house,389000.0,3,F,722,39,4,To be done up,1,1,0,0
house,297000.0,3,B,251,0,2,Good,1,2,0,Gas
house,475000.0,2,C,922,31,2,Good,2,0,0,Gas
house,299000.0,2,D,100,0,2,Good,2,0,0,Gas
house,249000.0,3,D,2067,0,4,Good,1,0,Installed,Gas
house,325000.0,2,C,208,46,2,Good,1,0,0,Gas
house,379000.0,3,B,330,28,3,0,1,2,Installed,Gas
house,365000.0,4,C,200,0,2,Good,1,0,Hyper equipped,Gas
house,149000.0,2,G,0,0,2,Good,2,1,Installed,Gas
house,285000.0,3,F,1592,0,4,0,1,0,0,Fuel oil
house,124900.0,3,G,220,0,2,To renovate,1,0,0,0
house,280000.0,2,D,261,0,3,To be done up,1,0,0,Gas
house,349000.0,3,F,1377,26,4,To be done up,1,0,0,Fuel oil
house,395000.0,3,F,1421,29,0,To restore,2,2,0,Fuel oil
house,483000.0,3,F,800,0,3,Good,3,3,Semi equipped,Gas
house,2.0,3,D,80,29,2,Good,1,0,0,Gas
house,495000.0,5,F,2133,35,4,0,2,3,Installed,Fuel oil
house,379000.0,3,G,80,0,2,Good,2,3,Semi equipped,Gas
house,159000.0,1,F,153,14,2,To be done up,1,0,0,Gas
house,375000.0,3,F,303,0,4,0,1,0,0,Gas
house,549000.0,4,E,1043,29,4,Just renovated,1,0,0,Gas
house,169000.0,4,E,58,11,2,0,2,0,0,Gas
house,265000.0,2,E,230,31,3,Just renovated,1,0,0,Gas
house,310000.0,3,G,474,0,3,To renovate,2,1,Not installed,Fuel oil
house,449000.0,5,D,660,43,0,Good,1,2,0,Fuel oil
house,495000.0,3,B,603,0,4,As new,2,3,Installed,0
house,349000.0,3,G,95,14,2,To be done up,3,0,0,Gas
house,285000.0,4,G,2203,26,4,0,0,1,0,0
house,449000.0,5,NS,340,0,2,Good,1,0,0,0
house,2.0,2,F,80,0,2,To be done up,1,0,0,Gas
house,300000.0,3,F,21200,16,4,Good,2,0,Not installed,Fuel oil
house,245000.0,3,E,1243,17,3,0,1,0,0,0
house,275000.0,2,E,500,0,2,0,2,2,Installed,Fuel oil
house,369000.0,4,B,1100,24,4,Good,2,1,0,Fuel oil
house,269000.0,2,C,80,0,2,Good,1,0,Installed,Gas
house,245000.0,3,F,898,19,3,Good,1,0,0,Fuel oil
house,380000.0,4,D,850,52,4,0,1,1,Installed,Fuel oil
house,215000.0,2,F,1490,36,2,0,1,1,Installed,Gas
house,265000.0,3,F,1200,0,3,To renovate,1,0,0,Electric
house,455000.0,3,B,551,33,4,As new,2,1,Hyper equipped,Gas
house,590000.0,4,F,1789,19,4,Good,2,3,0,Fuel oil
house,250000.0,2,F,485,0,3,To renovate,1,1,0,Fuel oil
house,275000.0,2,F,470,0,3,Good,1,1,0,Fuel oil
house,315600.0,3,NS,158,24,3,0,1,2,0,0
house,519000.0,2,G,815,18,3,To be done up,2,1,Semi equipped,Gas
house,559000.0,4,B,871,31,0,Just renovated,1,2,0,Gas
house,289000.0,4,E,451,56,2,Good,2,1,0,Fuel oil
house,279000.0,2,E,680,0,4,0,1,1,0,Fuel oil
house,99000.0,3,F,360,18,2,To be done up,1,1,Semi equipped,Fuel oil
house,1.0,3,G,444,0,3,To be done up,1,0,0,Gas
house,369000.0,4,B,671,28,3,Good,1,2,0,Fuel oil
house,69000.0,2,F,220,0,2,To renovate,1,1,0,0
house,239000.0,3,E,638,0,3,To be done up,2,1,0,Fuel oil
house,193000.0,3,C,112,32,2,Good,1,2,0,Gas
house,315000.0,3,D,230,18,3,Good,1,0,Hyper equipped,Gas
house,380000.0,3,D,243,35,2,0,1,2,Installed,Gas
house,525000.0,3,C,1604,11,4,Good,2,2,Hyper equipped,Gas
house,349000.0,3,NS,500,35,2,0,1,2,USA hyper equipped,Gas
house,239500.0,5,D,170,34,2,Just renovated,2,1,0,Gas
house,149900.0,2,F,160,25,2,Good,2,1,Installed,Gas
house,210000.0,5,E,190,18,2,0,1,1,Installed,0
house,199000.0,3,G,240,0,3,Good,1,1,0,Fuel oil
house,185000.0,6,NS,434,0,3,0,3,0,0,0
house,425000.0,4,NS,618,37,4,As new,1,2,USA installed,Gas
house,449000.0,5,F,85,0,2,Good,2,2,Hyper equipped,Gas
house,249000.0,2,F,220,24,3,Good,2,2,USA installed,0
house,339000.0,4,B,72,24,2,As new,2,3,Hyper equipped,Gas
house,249999.0,3,G,89,44,2,Just renovated,2,2,Installed,Fuel oil
house,290000.0,4,F,518,40,3,Good,2,2,Hyper equipped,Pellet
house,190000.0,2,D,70,30,2,As new,2,1,Installed,Gas
house,375000.0,3,F,662,23,4,To renovate,2,1,0,0
house,398000.0,3,F,992,0,4,To be done up,2,1,USA installed,Electric
house,149000.0,2,E,64,23,3,Good,1,1,Installed,Gas
house,620000.0,3,B,3162,34,4,As new,1,2,Hyper equipped,Gas
house,315000.0,4,F,130,0,2,0,0,0,0,0
house,185000.0,3,C,320,25,2,Good,2,1,Installed,Gas
house,220000.0,3,G,0,15,3,To be done up,2,2,Not installed,Fuel oil
house,220000.0,3,G,0,0,3,To be done up,1,0,0,0
house,295000.0,3,C,0,0,3,Good,2,1,Installed,Gas
house,325000.0,2,C,368,0,2,As new,1,0,Hyper equipped,Gas
house,398000.0,3,C,316,0,3,Good,1,2,Installed,Fuel oil
house,325000.0,3,F,682,0,4,Good,1,2,0,0
house,449000.0,4,B,290,0,2,Good,3,3,Installed,Gas
house,445000.0,4,D,2373,0,4,0,2,0,Installed,Fuel oil
house,239000.0,4,F,337,27,4,Good,1,1,Semi equipped,Fuel oil
house,259000.0,3,G,257,17,3,To be done up,2,2,Installed,Electric
house,130000.0,4,G,1030,0,2,To be done up,2,1,0,Gas
house,377000.0,3,D,116,34,2,0,1,2,Installed,Gas
house,399999.0,3,D,307,32,3,To renovate,1,2,Semi equipped,Gas
house,579000.0,5,B,416,35,4,Just renovated,1,2,Installed,0
house,119000.0,2,E,0,0,2,0,2,0,0,0
house,119000.0,2,D,0,0,2,0,0,0,0,0
house,119000.0,2,D,0,0,2,0,2,0,0,0
house,449000.0,3,C,400,40,3,As new,1,2,Installed,0
house,269000.0,4,C,147,0,2,Just renovated,2,0,Installed,Gas
house,399000.0,4,C,1638,0,4,Good,1,0,Installed,Fuel oil
house,425000.0,2,D,0,0,2,Just renovated,1,2,Installed,0
house,229000.0,3,C,33,0,2,To renovate,1,2,Semi equipped,Gas
house,285000.0,1,D,60,0,2,Good,1,1,0,Pellet
house,465000.0,3,NS,303,0,2,0,1,2,Installed,0
house,265000.0,3,B,102,0,2,To be done up,1,2,Semi equipped,Gas
house,345000.0,4,F,772,0,4,To restore,2,2,Semi equipped,Fuel oil
house,695000.0,5,A,1064,0,3,0,1,0,Installed,0
house,424000.0,6,C,1525,56,4,As new,2,3,Not installed,Fuel oil
house,369000.0,5,NS,899,0,3,To be done up,2,0,0,0
house,273000.0,3,A,500,0,4,0,1,0,0,0
house,285000.0,3,NS,1625,0,4,To renovate,0,0,0,0
house,495000.0,5,D,28780,0,4,Good,1,0,0,0
house,105000.0,2,G,176,0,2,To be done up,1,0,0,0
house,695000.0,5,B,1105,25,3,As new,2,0,0,Gas
house,389000.0,4,C,149,0,2,Good,1,0,0,Gas
house,259000.0,3,E,293,12,3,Just renovated,2,2,Installed,Gas
house,446000.0,3,B,375,0,3,Good,1,2,Installed,Gas
house,375000.0,4,E,314,0,2,Good,2,2,Installed,Gas
house,395312.0,3,A,1268,0,4,As new,1,2,0,0
house,467012.0,4,NS,515,0,3,As new,2,2,0,0
house,335000.0,3,C,0,0,2,To be done up,1,1,USA installed,0
house,295000.0,3,F,94,0,3,To renovate,2,2,Installed,Gas
house,260000.0,3,B,354,0,2,Just renovated,2,2,Installed,Fuel oil
house,249000.0,3,F,408,62,4,To renovate,1,1,0,Fuel oil
house,349000.0,3,B,66,0,2,Just renovated,1,2,Hyper equipped,Gas
house,99000.0,3,E,32,15,2,To renovate,2,1,0,Gas
house,159000.0,2,F,184,0,2,To renovate,1,0,Installed,0
house,365000.0,3,B,550,0,2,Good,1,0,Hyper equipped,Gas
house,173000.0,2,E,391,0,2,To be done up,2,1,Installed,Gas
house,380000.0,3,D,1537,16,3,Just renovated,2,2,Hyper equipped,Electric
house,129000.0,3,D,0,0,2,To be done up,2,1,0,0
house,129000.0,2,F,0,0,2,Just renovated,1,0,0,0
house,195000.0,3,F,490,25,3,Good,2,1,Installed,Fuel oil
house,179000.0,2,G,895,12,4,To renovate,2,1,Semi equipped,Gas
house,109000.0,3,F,330,17,3,To be done up,2,1,Not installed,Gas
house,109000.0,2,F,300,14,2,To be done up,2,1,Not installed,0
house,185000.0,4,C,126,0,2,Good,2,0,Semi equipped,Gas
house,145000.0,2,F,0,0,3,Good,1,0,0,0
house,249000.0,3,F,828,17,2,As new,2,2,Installed,Gas
house,290000.0,4,F,689,10,3,To renovate,3,2,USA installed,0
house,415291.0,3,NS,0,42,3,As new,3,2,USA hyper equipped,0
house,409310.0,3,NS,0,42,3,As new,3,2,USA hyper equipped,0
house,375000.0,3,B,549,0,4,As new,1,1,Installed,Gas
house,199000.0,2,F,110,26,2,To renovate,2,1,Installed,Gas
house,165000.0,3,D,90,15,2,To be done up,2,2,Installed,Gas
house,215000.0,6,F,544,14,3,To be done up,4,3,Installed,Gas
house,242500.0,4,E,460,0,4,0,2,0,0,Fuel oil
house,279000.0,3,B,110,28,2,Good,1,1,Installed,Gas
house,399000.0,2,D,1065,51,4,Good,1,2,Hyper equipped,Gas
house,299000.0,3,E,326,37,3,Good,1,2,Installed,Gas
house,335000.0,3,E,1703,34,3,Good,1,0,Semi equipped,Gas
house,395000.0,4,C,92,36,2,Just renovated,2,2,Installed,Gas
house,354765.0,3,NS,460,30,3,As new,1,2,0,0
house,298888.0,3,NS,163,0,2,As new,1,0,0,0
house,257000.0,3,NS,458,17,3,As new,1,2,0,0
house,384050.0,3,NS,647,0,3,0,1,0,0,0
house,308324.0,3,NS,442,0,3,As new,1,0,0,0
house,382600.0,3,NS,268,0,3,As new,1,2,Hyper equipped,0
house,311993.0,3,NS,187,0,3,As new,1,0,0,0
house,304384.0,3,NS,182,0,2,As new,1,0,0,0
house,325717.0,3,NS,235,0,3,As new,1,0,0,0
house,314936.0,3,NS,442,0,3,As new,1,0,0,0
house,303341.0,3,NS,179,0,2,As new,1,0,0,0
house,695000.0,5,E,10607,36,3,To renovate,1,2,Installed,Electric
house,410000.0,4,NS,4650,0,4,To renovate,1,0,0,0
house,275000.0,5,B,80,0,2,To be done up,2,0,USA hyper equipped,0
house,329000.0,2,C,225,0,2,Good,1,2,Semi equipped,Gas
house,618000.0,5,NS,0,0,2,Good,4,3,Installed,Gas
house,195000.0,2,NS,811,20,4,0,1,1,Installed,0
